source,firm,title,min_years,position_levels,employment_types,desc_excerpt,is_grad,is_internship,job_family,note
mcf,NANYANG TECHNOLOGICAL UNIVERSITY,Research Associate (Chemical Engineering/Materials Science/Mechanical Engineering/Electrical Engineering),0,Professional,Contract|Full Time,"established in 2010, the energy research institute @ ntu (eri@n) is a pan-university research institute that focuses on systems-level research for tropical megacities. it performs translational research that covers the energy value chain from generation to innovative end-use solutions, motivated by industrialisation and deployment. eri@n has multiple interdisciplinary research programmes which focus on translational research, development & deployment which focus on specific area of the energy value chain, and a number of living labs and testbeds which facilitate large scale technology deployment enabling validation and demonstration of real-world applications. for more details, please view https://www.ntu.edu.sg/erian eri@n is seeking an experienced and motivated research associate to join our fuel cell and hydrogen technologies programme, contributing to a flagship research project on next-generation vanadium redox flow battery (vrfb) stack design and prototyping. the research associate will provide critical experimental, fabrication, and testing support for the development of advanced vrfb components — focusing on bipolar plates and flow field architectures — with the aim of significantly improving power density, durability, and cost-effectiveness of flow battery systems for grid-scale energy storage. this role is ideal for a candidate with strong hands-on laboratory skills and an interest in electrochemical energy technologies. the successful candidate will work closely with senior researchers and industry partners to translate research findings into prototype components, contributing to the advancement of flow battery systems for grid-scale energy storage and singapore's energy transition. key responsibilities: support the experimental development and testing of vrfb stack components, including bipolar plates and flow field structures. prepare and process material samples for bipolar plate evaluation, including graphite-based composites and metallic substrates with protective coatings (e.g., crn, tin via physical vapour deposition). conduct electrochemical testing and materials characterisation, including potentiodynamic polarisation, chronoamperometry, electrochemical impedance spectroscopy (eis), and corrosion testing in vanadium-containing electrolytes (1–2 m h₂so₄). perform mechanical testing (tensile strength, elongation) and thermal cycling experiments to evaluate material durability and structural integrity under vrfb operating conditions. assist in the fabrication and assembly of single-cell and multi-cell vrfb test fixtures for laboratory-scale performance evaluation. operate, maintain, and calibrate laboratory equipment including potentiostats, impedance analysers, flow test rigs, and environmental testing chambers. collect, organise, and analyse experimental data, and prepare technical reports, presentations, and documentation for project milestones and deliverables. coordinate with industry partners on the procurement of materials and equipment, and support prototyping and scaling activities. publish research findings in high-impact peer-reviewed journals, present at international conferences, and contribute to intellectual property development. prepare progress reports, milestone deliverables, and contribute to future research proposals and grant applications job requirements: master's degree in chemical engineering, materials science, mechanical engineering, electrical engineering, or a closely related discipline. strong hands-on laboratory experience in electrochemistry, materials characterisation, or related experimental fields. familiarity with electrochemical testing techniques such as potentiodynamic polarisation, eis, and corrosion testing is highly desirable. experience or coursework in cfd simulation tools (comsol multiphysics, ansys fluent) is an advantage. knowledge of fuel cell or flow battery systems, bipolar plate materials, and/or membrane technologies is preferred. proficiency in data analysis ",1,0,engineering,reviewed:route:zero-years
mcf,DSBJ PTE. LTD.,Data Scientist,2,Executive,Full Time,"as the data scientist, she/he will apply advanced analytics techniques (e.g. operations research, machine learning and computer vision) into business context to transform data into meaningful and actionable insights that subsequently drive better and faster decision making. you will build, validate and test prototype, get it to production ready phase and see through to the launch. you will be working alongside bright minds across big data, software engineering and advanced analytics, and also be involved in research and development of cutting-edge data analytics techniques to support specific business requirements and products. main responsibilities: identify improvement opportunities using advanced analytics and define business problems from various functional domain (e.g. finance, supply chain, planning, manufacturing) design and implement machine learning models for parsing and interpreting complex engineering drawings, including cad files, scanned pdfs, and annotated diagrams. translate business requirements into technical solutions, including mathematical/ai models, solution architecture and data pipeline to achieve measurable business outcomes. conceptualize, develop and enhance the advanced analytic model by selecting the relevant modelling methodologies and available structured/unstructured data. embed analytics models into operational systems by collaborating with application developers to enable faster and better decision making in the business process. communicate advanced analytics solutions to non-technical stakeholders to gain deep understanding and business adoption. work with project manager to break down overall work into manageable and tractable tasks while satisfying time, cost and resource constraints. advise management and stakeholders on the best practice using advanced analytics by exploring and benchmarking. perform progress check, solution review and documentation on regular basis. job requirements: at least bachelor degree in data science, applied mathematics, statistics, computing science, electrical/computer engineering, business analytics. minimum of 2 years of work experience in academic or business context to apply data science, machine learning, deep learning. profound knowledge and understanding (e.g. application, limitation, challenges) of predictive or/and prescriptive analytics in various business scenarios. hands-on modelling/coding experience using various tools/libraries (e.g. tensorflow, pytorch, scikit-learn, keras) and using genai in real-life business scenarios. familiarity with deep learning models for document layout analysis, object detection and text recognition. self-motivated, proactive, independent learner who is willing to learn, experiment, and share knowledge with broader data analytics team to build learning r&d culture. proficiency in both english and chinese, to liaise with the chinese-speaking associates in china headquarter office. domain knowledge in supply chain, operations planning and manufacturing is highly valued. experience working with vector graphics (e.g., dxf, svg), raster formats (e.g., tiff, png), and hybrid technical documents (pdfs) is a plus.",0,0,data_science,reviewed:no-route
mcf,EA RECRUITMENT PTE. LTD.,Customer Service & Supply Chain Coordinator (Shipment / East / 5 Days),1,Junior Executive,Permanent|Full Time,"• working location at taiseng- near to mrt • working hours: 8:30am – 5:45pm(monday - friday) • aws + variable bonus • excellent welfare &benefits • well established 3rdlogistics company job scope regional operations coordination: oversee daily order collections and deliveries across apj country teams maintain daily tat reports and proactively identify shipment delays. follow up with country teams on outstanding collections and deliveries. communicate shipment updates and service disruptions to client in a timely manner. verify pods, collection details, and supporting photos for discrepancies. raise discrepancies to country teams and ensure corrections are made. maintain organised and audit-ready records. respond to (request for quotation) rfq queries within agreed sla. coordinate with country teams to prepare costings. independently prepare australia quotations for non-regional and standard requests. verify monthly billing reports and update local service provider (lsp) cost records. conduct detailed invoice verification, especially for australia accounts. respond to operational queries (order status, delivery details, escalations). report data discrepancies to it and follow through until rectified. ensure accuracy of operational data (pod dates, asset quantity, etc.). requirement diploma / degree in business administration, supply chain management or other relevant discipline 1 – 3 years of relevant work experience in supply chain / logistics field candidates are encouraged to apply this position via apply now button with the following information in the resume: work experiences and job responsibilities current and expected salary reason for leaving date of availability education background we regret that only shortlisted candidates will be contacted. khoosot mei (r21102604) ea recruitment pte ltd ea license no: 21c0492",0,0,supply_chain,reviewed:no-route
mcf,SQUAREPOINT SERVICES SINGAPORE PTE. LTD.,Junior Quant Researcher,1,Non-executive,Full Time,"squarepoint is a global investment management firm that utilizes a diversified portfolio of systematic and quantitative strategies across financial markets that seeks to achieve high quality, uncorrelated returns for our clients. we have deep expertise in trading, technology and operations and attribute our success to rigorous scientific research. as a technology and data-driven firm, we design and build our own cutting-edge systems, from high performance trading platforms to large scale data analysis and compute farms. with offices around the globe, we emphasize true, global collaboration by aligning our investment, technology and operations teams functionally around the world. overview of quant researcher position: research and implement strategies within the firm’s automated trading framework. analyze large data sets using advanced statistical methods to identify trading opportunities. develop a strong understanding of market structure of various exchanges and asset classes. typical day of quant researcher: primary focus throughout the day is on researching and implementing trading ideas. before market open, check that all required data and related processes are ready for the trading day. during market hours, sporadically monitor behavior and performance of strategies. skill set required for position: quantitative background - includes degrees in mathematics, statistics, econometrics, financial engineering, operations research, computer science and physics. programming proficiency with at least one major programming or scripting language (e.g. c++, java, python). strong communication skills and ability to work well with colleagues across multiple regions. ability to work well under pressure",1,0,quant_research,reviewed:route:entry-level-title
mcf,MAESTRO HUMAN RESOURCE PTE. LTD.,Business Analyst (AMK),2,Executive,Permanent|Full Time,"business analyst duties: requirement gathering: collaborate with stakeholders to gather and document business requirements. user stories: create detailed user stories and acceptance criteria. process analysis: analyze and document current business processes and workflows. solution design: work with the development team to design solutions that meet business needs. testing and validation: prepare the test plans and test cases following with the execution of the test cases to ensure solutions meet requirements. skills and qualifications: experience: proven experience as a scrum master and business analyst in software development. agile knowledge: deep understanding of agile frameworks, particularly scrum. technical skills: familiarity with web application development and related technologies. analytical skills: strong analytical and problem-solving abilities. communication: excellent communication and interpersonal skills. certification: certified scrum master (csm) or similar agile certification is preferred. preferred attributes: leadership: ability to lead and motivate a team. adaptability: flexibility to adapt to changing project requirements. detail-oriented: keen attention to detail and a commitment to quality. amk area (travel to changi airport whenever required) singaporeans only maestro hr damien lee tian hong r1106726 16c8462",0,0,business_analyst,reviewed:no-route
mcf,THE SUPREME HR ADVISORY PTE. LTD.,Product Manager (FinTech) - LCYL,2,Executive,Permanent|Full Time,"product manager working location: 51 bras basah road, lazada one s189554 working hours: 8am to 5pm/8.30am to 5.30pm/9am to 6pm/930am to 630pm (flexi) working days: monday - friday salary range: $3500 - $3800 k ey role(s), responsibilities and duties define and communicate the product vision, strategy, and road map in alignment with company goals and business objectives collaborate with clients, stakeholders, and internal teams to gather and define project requirements, scope, objectives, and acceptance criteria prioritise the product backlog and manage the entire product lifecycle from conceptualisation to post-launch optimization break down complex requirements into actionable engineering tasks, set timeframes, estimate timelines with engineering teams, and establish detailed project plans monitor project progress, identify technical risks, develop mitigation strategies, and address issues promptly act as the central point of contact, translating technical concepts into business-friendly language and communicating project status to all participants and leadership conduct user testing and internal dogfooding cycles, gather feedback, triage issues, file actionable tickets, verify fixes, and communicate outcomes to stakeholders drive product adoption and user engagement by analysing usage patterns, identifying drop-off points, and implementing strategies to improve retention and active usage engage proactively with product owners, business units, and branch teams to understand on-the-ground needs, conduct training sessions, and gather feedback for product improvements define and monitor key product metrics and analytics to assess performance and identify areas for improvement create and maintain comprehensive product and project documentation, including technical decisions, architecture changes, plans, and reports coordinate technical reviews, sign-offs, and testing efforts to ensure requirements and quality standards are met before deployment, and monitor post-deployment issues plan and write release notes and newsletters for product updates, and stay current with industry trends through market research and competitor analysis utilise project management tools to track work hours, plan execution, and monitor expenditures facilitate technical knowledge sharing between team members and provide user support, ensuring queries and issues are addressed promptly support administrative tasks such as scheduling meetings, taking minutes, and executing necessary legal paperwork including contracts and terms of agreement requirements bachelor is degree in computer science, engineering, business administration, finance, it, or a relevant field proven experience as a product manager, product owner, project manager, project coordinator, or similar role within fintech, financial services, or technology-driven companies hands-on experience managing all stages of the product lifecycle and working with cross-functional teams to deliver high-quality digital products technical background with knowledge of software development and web technologies strong knowledge of agile methodologies, product management principles, and software development lifecycle lsdlcm proficient in analytics platforms (e.g., google analytics, statsig, posthog) and a/b testing tools familiarity with project management software tools, methodologies, and best practices certification in product management (e.g., certified scrum product owner) is a plus cheong yeat long | r25145358 the supreme hr advisory pte ltd | ea 14c7279",0,0,product_management,reviewed:veto:seniority-in-title
mcf,ITSEC SERVICES ASIA PTE. LTD.,Cybersecurity Consultant / Junior Consultant (Offensive Security),0,Junior Executive,Full Time,"we are hiring a junior cybersecurity consultant /cybersecurity consultant (offensive security) to join our team. this opportunity is suitable for fresh graduates and early-career professionals who are passionate about ethical hacking andpenetration testing. candidates should also be keen to embrace ai, automationand emerging technologies to improve the efficiency and effectiveness ofsecurity assessments. the successful candidate may be appointed as a junior consultant or consultant, depending on experience, certifications anddemonstrated technical capability. joining itsec group provides exposure to a broad range of consulting projects, diverse technology environments, evolving cyber threatsand established cybersecurity practices. about itsec group itsec group is a leading cybersecurity organisation in the asia-pacific region, with offices in singapore, indonesia, australia, uae and mauritius. we provide cybersecurity consulting and solutions to clients across a wide range of industries. we provide cybersecurity consulting and solutions to clients across a wide range of industries. our team collaborates across regional offices to address complex security challenges and evolving cyber threats. joining itsec groupprovides exposure to wide range of consultancy projects, diverse technology environments and established cybersecurity practices. key responsibilities conduct penetration testing and vulnerability assessments across web applications, apis, mobile applications, networks, cloud environments and other technology platforms. support security testing of information technology (it), operational technology (ot) and internet of things (iot) systems. identify, validate and assess the technical and business impact of security vulnerabilities. document testing procedures, technical evidence and assessment results. prepare clear and professional penetration-testing reports covering findings, risk implications and remediation recommendations. present findings and provide practical remediation guidance to clients. conduct retesting to verify that identified vulnerabilities have been properly remediated. explore and responsibly apply ai-assisted tools, automation and emerging technologies to enhance penetration-testing workflows, research, analysis and reporting. keep up to date with emerging vulnerabilities, attack techniques, security tools, technologies and industry methodologies. work onsite at client premises when required and comply with applicable project security and confidentiality requirements. qualifications diploma or degree in cybersecurity, information security, computer science, engineering or a related discipline. fresh graduates and candidates with up to three years of relevant experience are encouraged to apply. practical knowledge of penetration-testing methodologies, tools and techniques gained through employment, internships, academic projects, labs, competitions or independent research. crest registered tester (crt), offensive security certified professional (oscp), or an equivalent practical certification is preferred. candidates considered for appointment at the cybersecurity consultant level should hold crt, oscp or another relevant practical certification acceptable for the projects assigned. experience or knowledge in ot, iot, cloud or ai security testing is highly advantageous. strong analytical, problem-solving and technical report-writing skills. good communication skills and the ability to explain technical findings clearly to clients. interest in responsibly applying ai, automation and emerging technologies to security-assessment activities. willingness to take initiative, learn continuously and develop professionally in a consulting environment. willingness to work onsite and undergo background screening or security clearance where required. applicants of all eligible backgrounds may apply. singapore citizens will be considered for assignments subject to citizenship or government security-clearance requ",1,0,management_consulting,reviewed:route:states-fresh-grad
mcf,PLACEMENT PROFESSIONALS,Investment Consultant / Relationship Manager,0,Executive,Permanent,"to apply or find out more, please contact leong jia wei (reg no: r25157456) jiawei@placement.com.sg we are a comprehensive financial services platform providing a wide range of solutions, including global equities trading and wealth management advisory services. we are conveniently positioned across singapore neighbourhoods to better serve and support our clients. we are seeking motivated, goal-driven, and adaptable individuals to be part of our growing team. our opportunity: we focus on supporting individuals and families with their financial goals, whether they are looking to grow their wealth or safeguard their future through suitable financial solutions. developing trusted and meaningful relationships with our clients is a fundamental part of our approach to creating long-term value. our investment consultant/relationship manager will pursue this mission through: engaging with clients while prioritising their needs and financial interests. providing exceptional service standards and a professional client experience. introducing clients to a comprehensive range of financial products and solutions. what you'll do: you will develop, grow, and manage a portfolio of both new and existing clients, with a focus on: client acquisition and retention asset growth and protection provision of client focused solutions typical daily activities include: actively engage in business development and client acquisition initiatives. review and analyse prospect and client portfolios. recommend suitable needs-based financial solutions to prospects and clients. handle customer enquiries professionally through face-to-face interactions and phone communication. our incentive program rewards both your effort in client acquisition and retention. incentive begins with your first closure. we value integrity, open communication, and relentless focus on the client. what you need to have: a diploma/degree, preferably in business, banking & finance, or engineering applicants with at least 2 years of progressive career track record of sales experience in financial services industry will be considered for relationship manager position. applicants who are new-to-financial industry who possess positive attitude and aptitude will be considered. financial advisory experience and accreditation in cmfas m5, m6, m8, m9 & hi is an advantage. an initiator and team player. good communication skills. by applying, you consent that the contents of your cv and answers in the form will be processed for the purpose of job matching.",1,0,management_consulting,reviewed:route:zero-years
mcf,TRUST RECRUIT PTE. LTD.,Shipping / Store Assistant (Shipment / Production Supply Chain / East),0,Executive,Permanent|Full Time,"working hours: mon - fri, 8am - 5pm salary: up to $2.5k + aws + vb location: ubi (near macpherson mrt) position: shipping/store assistant able handle company’s daily shipment activities& fulfil various customer shipment expectations. able handle company’s incoming and outgoinggoods and manage company’s stock. support daily supply chain operations and job order fulfilment. job responsibilities shipping: pick the good at designated staging rack. input & update the good receive information to system for shipment. pack and label the good on the tray & shipping box. update system of shipment info and verify the special requirement and act accordingly from customer if any. generate the packing slip and commercial invoice from system. prepare, communicate and co-ordinate with forwarder of the shipment collection. cross support to other areas and sections if necessary. store: perform the job issuing according to job order from internal customer. perform the customer order goods picking and fulfillment. good practices on fifo (first in first out) manner. weight/count, pack & label of components based on job requirements. dispatch the job order, materials & components to designated department. perform the physical stock take. prepare & delivery shipment goods to shipping department. update system of the goods movement. cross support to other areas and sections if necessary. handle ad hoc & other tasks assigned by supervisor/manager. requirements: working experience in shipping & store roles some pc knowledge. how to apply interested applicants, kindly click on “apply now” or send your resume in ms word format to hestia.wong(at)trustrecruit.com.sg we regret only shortlisted candidates will be notified. important note: trust recruit pte ltd is committed to safeguarding your personal data in accordance with the personal data protection act (pdpa). please read our privacy statement on our corporate website www.trustrecruit.com.sg. trust recruit pte ltd ea license no: 19c9950 ea personnel: wong ying huan (hestia) ea personnel reg no: r24122431",1,0,supply_chain,reviewed:route:zero-years
mcf,ROYAL ORG PTE. LTD.,Brand Marketing Trainee: Guided Career Development,0,Fresh/entry level,Full Time,"grow your career with a team that’s invested in your success. join a team that believes in mentorship, continuous learning, and celebrating success together. as an entry-level marketing trainee, you’ll receive hands-on experience, personalised guidance, and ongoing support while building the confidence and skills to take on greater responsibilities. key responsibilities 🧨 execute face-to-face marketing campaigns. engage with customers and represent clients professionally. collaborate with teammates to achieve campaign goals. what we offer 👥 one-to-one mentorship and structured training 📈 clear career progression based on performance 💬 friendly and supportive team environment 🌍 regional & overseas travel opportunities 🕒 flexible work arrangements 🤑 performance-based incentives (shared during interview) who we’re looking for ☄️ positive attitude and willingness to learn strong communication and teamwork skills adaptable in a fast-paced environment no experience required — training provided only shortlisted candidates will be contacted within 24 hours.",1,0,sales_marketing,reviewed:route:states-fresh-grad
mcf,HEYMONSTER PEST CONTROL PTE. LTD.,Operations & Admin Executive,0,Executive,Permanent,"operations & admin executive 📍 location: jurong east (beside imm building) 🗓️ working days: monday to friday 🕘 working hours: 9:00am to 6:00pm 💰 salary: commensurate with qualifications and experience 👤 eligibility: singapore citizens and singapore permanent residents only about the role looking to build a career beyond a typical admin role? join heymonster pest control, a growing specialist company in singapore serving the maritime industry. as our operations & admin executive, you will play an important role in supporting the day-to-day operations of the business. you will work closely with the managing director and gain hands-on exposure to operations, procurement, customer service and business administration. this is an excellent opportunity for someone who enjoys taking ownership, is eager to learn and wants to grow together with a small but ambitious company. key responsibilities prepare and issue service reports and customer invoices update payment records, monitor outstanding invoices and follow up on overdue payments coordinate service schedules and maintain related records and documentation manage stock inventory, monitor stock levels and assist with purchasing maintain company documents, licences and compliance records assist in coordinating bizsafe certification and maintaining workplace safety documentation monitor licence, certification and staff safety induction renewal schedules record staff attendance, leave and other administrative records liaise with customers, suppliers and vendors on administrative matters support the smooth day-to-day operations of the office and business assist the managing director with administrative and operational coordination what we're looking for organised, responsible and able to manage multiple tasks positive attitude with good attention to detail good communication and interpersonal skills comfortable using microsoft excel, word and outlook able to work independently and take ownership of assigned responsibilities willing to learn and grow together with the company relevant experience in administration, operations, customer service, inventory management or purchasing will be an advantage, but training will be provided for the right candidate. why join us work directly with the managing director in a growing specialist company gain practical exposure to operations, procurement and business administration opportunity to visit customers' facilities, shipyards and vessels to better understand our operations friendly and supportive working environment with opportunities for career development convenient office location beside imm building in jurong east with excellent mrt and bus connectivity salary & benefits 5-day work week (monday to friday) working hours: 9:00am to 6:00pm office location: jurong east (beside imm building) basic salary: s$2,300 to s$2,600 (depending on qualifications and experience) annual salary review based on performance medical and annual leave benefits on-the-job training provided",1,0,operations,reviewed:route:zero-years
mcf,MGCA CAFE SG PTE. LTD.,Tim Hortons Suntec / Millenia Walk   - Career Conversion Programmes (CCPs) - Trainee Barista - (44Hours per Week),0,Fresh/entry level,Full Time,"this application is for the outlet tim hortons - suntec city / millenia walk nearest mrt station: esplanade station / promenade station about tim hortons: at tim hortons, we believe in delivering exceptional guest experiences. our teams are built on a foundation of friendliness, teamwork, and pride in serving our communities. as a trainee barista, you’ll be the face of tim hortons, helping to create moments of warmth and connection over every cup. job summary: as a trainee barista , you will learn how to prepare and serve tim hortons beverages and food items while providing excellent customer service. this is an entry-level position with full training provided — a great opportunity for individuals who are passionate about customer service and eager to grow in a fast-paced environment. key responsibilities: greet guests with a friendly and welcoming attitude learn to prepare coffee, espresso, tea, and other beverages to tim hortons’ standards assist in preparing food items such as sandwiches, donuts, and baked goods operate equipment such as espresso machines, ovens, and pos systems maintain cleanliness and organization of the store, including workstations and dining areas follow food safety and hygiene protocols work collaboratively with the team to ensure smooth shift operations handle customer inquiries, feedback, and transactions professionally qualifications & skills no prior experience required — full training provided a passion for customer service and a positive attitude willingness to learn and grow within the role strong communication and interpersonal skills ability to multitask in a fast-paced environment reliable and punctual with a strong work ethic must be able to stand for extended periods and lift up to 25 lbs what we offer comprehensive on-the-job training opportunities for career advancement employee discounts on food and beverages a fun, team-oriented work environment",1,0,other,reviewed:route:states-fresh-grad
mcf,ROYAL ORG PTE. LTD.,A1) Executive Sales & Marketing Trainee,0,Fresh/entry level,Full Time,"🛩stop looking for ""just a job."" start building a career.🛩 if you're hungry to grow, want to challenge yourself, and believe you're capable of more than a routine 9-to-5, this could be the opportunity you've been looking for. at royal organisation , we don't just hire employees—we develop future leaders. whether you're a fresh graduate, changing careers, or simply looking for something with real growth, we'll provide the training and support to help you succeed. 👀 who we're looking for • driven individuals with a positive attitude • people who enjoy meeting new people and working in teams • those committed to learning, improving, and growing • fresh graduates and career switchers are encouraged to apply 💼 what you'll do • represent established brands through face-to-face marketing • build meaningful relationships with customers and clients • develop practical sales, communication, and leadership skills • work alongside a supportive, high-performing team 🎯 what you'll receive ✅ comprehensive training and one-to-one mentorship ✅ clear, performance-based career progression ✅ local and international travel opportunities ✅ a positive, energetic, and growth-driven culture 📩 ready to unlock your potential? your experience doesn't determine your future—your mindset does. apply today and take the first step towards building a career you'll be proud of.",1,0,sales_marketing,reviewed:route:states-fresh-grad
mcf,SUCCESS RESOURCE CENTRE PTE. LTD.,"Management Associate (Graduate Program) at Labrador Tower, Up to $4,000 + Comm + PB (Flexible working hours, WFH available)",0,Fresh/entry level,Permanent|Full Time,"- permanent - up to $4,000 + comm + pb (fresh - up to $2500) - flexible working hours (monday to friday, day shift) (wfh available) - labrador tower about the role: the management associate program is designed for fresh graduates and early-career professionals who are eager to build broad business exposure and develop practical workplace skills in a dynamic environment. this program offers hands-on experience across key business functions, including human resources, sales, learning & development (l&d), and partnerships, allowing candidates to gain cross-functional exposure while building a strong foundation for long-term career growth. as a management associate, they will work closely with different teams, take part in structured training, and contribute to real business activities and projects that support both client engagement and organizational development. key responsibilities: support day-to-day business operations across hr, sales, l&d, and partnerships assist in recruitment, onboarding, employee engagement, and hr-related initiatives participate in sales support activities, client engagement, and business development efforts support training programs, workshops, and learning initiatives build and maintain relationships with external partners and stakeholders work on projects, campaigns, and cross-functional initiatives attend training sessions, seminars, and workshops gain practical exposure to client portfolio management and relationship-building activities prepare reports, presentations, and administrative support materials take on ad hoc duties and projects as part of the development program what candidates will gain: structured exposure across hr, sales, l&d, and partnerships hands-on experience in a professional and fast-paced environment mentorship and guidance from experienced professionals development of communication, stakeholder management, and business coordination skills career progression opportunities sponsored training and professional development support comprehensive onboarding and structured development program ongoing mentorship, coaching, and career guidance period: permanent location: labrador tower working hours: flexible working hours (monday to friday, day shift) (wfh available) salary: up to $4,000 + comm + pb (fresh - up to $2500) requirements: minimum local diploma required open to final-year undergraduates and candidates with 0–2 years of working experience strong interpersonal and communication skills motivated to build a long-term career in financial services interested applicants, kindly email your detailed resume (ms word format is preferred): azmin@successhrc.com.sg (reg no: r25129300) please ensure that applications sent through email are no bigger than 1mb . we thank all applicants for your interest but regret to inform that only shortlisted candidates would be notified. success resource centre pte ltd (ea license number: 04c3201 ) 160 robinson road, #13-07/08/09 sbf center, singapore 068914 t: 6337 3183 | w: www.successhrc.com.sghttp://www.successhrc.com.sg/",1,0,general_management,reviewed:route:programme
mcf,WAN KANG YUAN TCM PTE. LTD.,MANAGEMENT ASSOCIATE,1,Manager,Full Time,"responsibilities: · influence business unit leadership to make sound strategic decisions for business · provide key analysis of strategic concepts plus financial assumptions along with feasible recommendations · assisting the management operations, supporting administrative and clerical tasks, and coordinating with other departments for project support to meet the organization's objectives and profitability goals · assisted in developing policies and procedures to ensure greater control and accountability of all departmental functions · excellent communication, be organized, and have time-management skills to perform duties in a fast-paced environment technical skills and competencies: · active participation in strategic planning process, including development and execution of business campaigns · to develop negotiation and presentation skills to communicate effectively and clearly to others · to understand of audience engagement and other business support functions · to identify key stakeholder relationships, needs and interests, and coordinate with stakeholders on day-to-day basis · to collate feedback on different media and understand and present the advantages and / or disadvantages of different communications media options · to develop company business campaigns and enhance campaign awareness and campaign visibility",1,0,general_management,reviewed:route:programme
mcf,RECRUITPEDIA PTE. LTD.,"Software Engineer (C++, UX/UI) Automation",2,Junior Executive,Permanent|Full Time,"our client is a leading provider of semiconductor manufacturing equipment and advanced automation solutions. they are now recruiting a software engineer (r&d) to support product development and innovation initiatives. they are located in the north – easily accessible. responsibilities: develop, enhance, and maintain software applications for advanced industrial automation and manufacturing equipment. design and implement control software, data acquisition modules, and equipment interface functionalities. collaborate with multidisciplinary engineering teams to integrate software with mechanical, electrical, and control systems. conduct software validation, troubleshooting, performance optimization, and system enhancements. prepare technical documentation while ensuring compliance with quality, safety, and regulatory requirements. requirements: degree in computer science, software engineering, electrical engineering, or a related discipline. experience in software development within manufacturing, industrial automation, or high-tech engineering environments is preferred. proficient in c++ programming for application, embedded, or automation software development. knowledge of embedded systems, motion control, machine interface, or industrial communication protocols is advantageous. exposure to ai, machine learning, computer vision, or data analytics applications will be an added advantage. interested candidates who wish to apply for the advertised position, please click apply now or email an updated copy of your resume/cv. we regret that only shortlisted candidates will be notified. email address: jobs@recruitpedia.sg ea license no: 19c9682 ea personnel no: r22104769 ea personnel name: ong boon kiet (travys)",0,0,software_engineering,reviewed:no-route
mcf,SEARCHASIA CONSULTING PTE. LTD.,Human Resource Graduate Programme / Recruiter / Intern (Entry Level),0,Fresh/entry level,Permanent,"looking to step into human resource function? searchasia is looking to hire and groom talents! no experience needed! you will be groomed and trained to be a 360 degrees recruitment consultant. responsibilities: perform the end to end recruitment function sourcing candidates through various channels, planning interview and selection procedures business development of new accounts and building relationship with existing accounts network and build a strong database requirements: a level / diploma / degree in any field no experience needed team player able to multitask and enjoy fast pace environment people person - loves to interact with people internship and full time permenant job available! account manager: kerwin tan kai bin (r1331624) kerwin.tan@searchasia.com.sg ea no: 16s8107",1,1,general_management,reviewed:route:programme
mcf,RECRUIT EXPERT PTE. LTD.,IT Product Manager (Cybersecurity & Networking),1,Executive,Permanent,"manage assigned product portfolio and drive sales to achieve revenue targets and business objectives. build and maintain strong relationships with vendors, partners, and internal teams to deliver effective solutions. conduct market analysis and develop strategies to enhance product positioning and increase sales performance. prepare forecasts, pricing, and product proposals, while supporting partner enablement and product training initiatives. requirements: diploma in computer science or equivalent. at least 1 year of sales experience in cyber security/it sector. strong communication, presentation, and stakeholder management skills. proven ability in business development, negotiation, and strategic thinking. if you are keen to apply for the position, kindly email your detailed resume in ms word to hr@recruit-expert.com please note that only shortlisted candidates will be notified. for more job opportunities, please visit our website at www.recruit-expert.com ea licence: 19c9701 registration: r21100996",0,0,product_management,reviewed:veto:seniority-in-title
